PowerCap(W),TotalLatency(s),TotalEnergy(J),TotalTokens,EnergyPerToken
100,2084.3020856380463,169349.6070000001,136073,1.244549668192809
110,985.5005729198456,87677.032,96822,0.9055486562971227
120,916.2029085159302,87969.964,108141,0.8134746673324642
130,807.0380461215973,82356.396,108494,0.7590871015908713
140,699.6034910678864,76055.23199999997,103209,0.7369050373513936
150,732.6915082931519,84696.76199999999,112637,0.7519444054795492
160,650.618195772171,80150.38200000001,101792,0.7873937244577178
170,661.4498918056488,86480.45,103689,0.8340368795147026
180,618.3651897907257,85658.46200000001,98017,0.8739143413897591
190,645.6535029411316,94549.72500000002,102835,0.9194313706422913
200,603.2688238620758,92810.43000000001,96419,0.9625740777232704
210,685.3709888458252,110522.88000000005,108721,1.0165734310758736
220,646.584832906723,109067.78099999999,103488,1.0539171788033395
230,655.249077796936,115508.75300000004,104838,1.1017832560712724
240,683.1444747447968,125361.58200000001,109430,1.145586968838527
250,643.5765688419342,119469.83899999996,103488,1.1544318085188618
