PowerCap(W),TotalLatency(s),TotalEnergy(J),TotalTokens,EnergyPerToken
30,3231.8767766952515,129121.87600000005,69690,1.852803501219688
40,3137.7247517108917,126118.81600000005,67725,1.8622195053525294
50,3039.2079343795776,121986.33300000009,65688,1.8570565856777506
60,1910.467873096466,87950.38399999996,67509,1.3027949458590702
70,1223.7435865402222,65273.06100000002,68716,0.949896108620991
80,862.7778894901276,52011.91600000001,66981,0.7765174601752738
90,752.5822427272797,50120.35300000002,67974,0.7373459410951249
100,736.6092338562012,54372.90899999999,68074,0.7987323941592971
110,714.8924016952515,57834.328,67328,0.8589937024714829
120,729.2987711429596,63822.023000000016,69233,0.9218439616945678
130,709.3673603534698,64900.192,67850,0.9565245689019897
