PromptIndex,Latency(s),Energy(J),Tokens,EnergyPerToken
1,70.00688076019287,10661.735999999988,3530,3.020321813031158
2,54.26907563209534,8315.717999999997,2752,3.0216998546511618
3,49.890467405319214,7635.5830000000005,2534,3.013252959747435
4,108.49296736717224,16596.428000000004,5387,3.0808294041210327
5,32.35982155799866,4965.286000000002,1654,3.0019866989117303
6,93.75433015823364,14387.506999999985,4682,3.072940410081159
7,30.611494064331055,4696.131000000003,1565,3.0007226837060723
8,136.41929149627686,20880.69,6707,3.1132682272252867
9,92.85801529884338,14254.152999999993,4641,3.071353803059684
10,47.63868188858032,7293.067000000001,2421,3.0124192482445276
11,59.89366555213928,9176.76199999999,3031,3.0276351039260936
12,73.81055736541748,11312.830999999996,3717,3.0435380683346778
13,43.68844938278198,6676.439999999998,2225,3.000647191011235
14,43.28777718544006,6624.121000000003,2204,3.005499546279493
15,49.81232714653015,7662.424000000001,2530,3.028626086956522
16,175.50191187858582,26939.90800000002,8514,3.1641893352125936
17,44.217466592788696,6794.053000000001,2250,3.0195791111111117
18,31.56583023071289,4835.913,1614,2.996228624535316
19,75.40347027778625,11575.950999999975,3793,3.051924861587128
20,38.5826141834259,5919.553999999998,1968,3.007903455284552
21,81.84188175201416,12548.675999999992,4108,3.0546923076923056
22,142.3583369255066,21853.53000000003,6987,3.127741519965655
23,29.348570108413696,4507.908999999997,1502,3.0012709720372817
24,71.77433943748474,11017.397999999992,3617,3.0460044235554307
25,79.56644129753113,12211.655,3998,3.054440970485243
26,26.181551933288574,4016.437000000001,1339,2.9995795369678873
27,27.910316944122314,4282.351999999999,1429,2.996747375787263
28,87.69181394577026,13451.886999999995,4391,3.063513322705533
29,39.68359065055847,6074.914000000003,2023,3.0029233811171543
30,55.703510999679565,8558.651999999998,2822,3.032832034018426
31,57.60711121559143,8853.412999999993,2918,3.0340688827964337
32,117.78184866905212,18064.805999999993,5833,3.0970008571918384
33,34.42333126068115,5284.136999999997,1760,3.0023505681818166
34,62.47101283073425,9595.391999999996,3158,3.0384395186827096
35,54.6065411567688,8372.332000000002,2770,3.022502527075813
36,85.73396372795105,13150.758999999982,4295,3.0618763678696115
37,39.35150623321533,6042.789000000004,2006,3.0123574277168514
38,34.98471641540527,5358.172999999998,1787,2.9984180190263
39,284.9417157173157,43695.8740000002,13587,3.216006035180702
40,44.537198066711426,6833.975,2265,3.017207505518764
41,80.5288815498352,12347.254,4045,3.052473176761434
42,35.702778339385986,5478.331999999997,1824,3.0034714912280682
43,72.33439683914185,11068.601999999999,3644,3.0374868276619096
44,42.1960346698761,6462.452,2149,3.007190321079572
45,63.43985104560852,9717.447000000002,3205,3.0319647425897043
46,45.232728242874146,6941.603000000001,2302,3.0154661164205043
47,46.10439372062683,7060.1929999999975,2346,3.0094599317988053
48,52.89938449859619,8115.325999999991,2683,3.0247208348863177
49,30.48881697654724,4676.468,1558,3.001584082156611
50,55.38955307006836,8488.862000000005,2806,3.02525374198147
