PowerCap(W),TotalLatency(s),TotalEnergy(J),TotalTokens,EnergyPerToken
150,5743.825567960739,674827.2599999997,168784,3.9981707981799204
160,4835.542351007462,605462.5189999993,164099,3.689617359033262
170,4372.411931276321,581741.0879999987,168143,3.4597996229399897
180,3937.946797847748,553959.1249999986,169502,3.2681568654057096
190,3650.044413328171,543082.7709999986,174156,3.1183695709593615
200,3217.3702430725098,503395.0369999988,168664,2.984602742731103
210,3042.66183757782,499310.8269999989,174875,2.855244185847027
220,2728.4648332595825,468631.06099999923,169124,2.7709317483030156
230,2744.1415209770203,492030.310999999,182400,2.6975345997806963
240,2501.749246120453,467552.992999999,177301,2.6370578451334117
250,2177.2291638851166,423607.9349999993,165073,2.5661854755168885
260,2086.6697676181793,421863.3929999995,166352,2.535968266086368
270,1966.7413754463196,412363.4439999994,164535,2.5062354149573003
280,1895.3616411685944,412171.57999999943,165972,2.4833802087098995
290,1767.7638366222382,397658.23299999954,161500,2.4622800804953533
300,1932.0863647460938,449057.7889999991,182229,2.4642498669256767
310,1678.040400505066,402286.9169999996,165052,2.4373343976443764
320,1752.9003794193268,433997.1499999993,177833,2.4404758959248247
330,1583.81205534935,403495.38899999956,165959,2.4312956151820604
340,1651.3768186569214,433188.7549999993,177516,2.44028005926226
350,1488.5384917259216,401872.8379999994,164757,2.4391852121609365
360,1464.3621962070465,405335.3209999996,165932,2.442779698912805
370,1469.3977539539337,417936.7369999996,170096,2.4570638756937235
380,1414.8826673030853,412078.4749999997,166968,2.4680086902879577
390,1509.536033153534,451716.8629999996,180427,2.503599034512571
400,1438.2191607952118,439209.9079999998,174752,2.513332654275773
410,1331.8823626041412,416801.66099999973,164081,2.540218922361515
420,1301.1768777370453,417371.27999999974,162022,2.576016096579475
430,1361.9721553325653,446462.55699999974,171077,2.6097170104689686
440,1299.4092063903809,435271.94199999975,164502,2.645997872366292
450,1356.3025341033936,464962.38199999987,172665,2.692858321026264
460,1427.5917978286743,499750.071,182413,2.7396625843552815
470,1353.2866759300232,483443.997,174122,2.776467057580317
480,1342.6665000915527,489197.0719999998,172582,2.834577603689839
490,1325.037833929062,492163.05,171397,2.8714799558918767
500,1296.8860380649567,491458.94599999994,168774,2.9119351677391063
510,1357.1486330032349,524932.156,176874,2.967831088797675
520,1350.2433240413666,532326.284,176117,3.0225718357682676
530,1255.952141046524,504253.8569999999,164938,3.0572327601886764
540,1312.4478662014008,536690.3319999998,171896,3.1221804579513184
550,1317.8786249160767,549742.5009999999,172931,3.1789702309013417
560,1334.836050748825,565931.2540000001,175321,3.2279718573359726
570,1299.1640889644623,561215.6519999999,171160,3.278894905351717
580,1333.2254910469055,586125.751,175567,3.338473352053632
590,1254.4573316574097,560020.4339999999,165575,3.3822765151743917
600,1299.99249958992,590385.094,171721,3.4380483109229507
