PowerCap(W),TotalLatency(s),TotalEnergy(J),TotalTokens,EnergyPerToken
30,5353.082887172699,226295.66599999988,136572,1.6569697009635935
40,4837.877020359039,201734.98199999996,133807,1.5076564155836387
50,5158.304971694946,215596.0949999999,143341,1.504078351623052
60,3113.9917092323303,144569.03899999982,121982,1.1851669836533243
70,2241.262336730957,120688.44499999995,135726,0.8892065263840381
80,1543.581527709961,93418.55900000001,130893,0.7137017181973062
90,1404.7392797470093,92777.50299999997,136454,0.6799177964735367
100,1393.9956953525543,102193.12500000003,138162,0.739661592912668
110,1265.6728625297546,101626.76600000006,128098,0.793351699480086
120,1449.8726320266724,126642.36100000002,144862,0.8742276166282394
130,1279.1198489665985,120399.97500000003,129322,0.9310092250351838
