PowerCap(W),TotalLatency(s),TotalEnergy(J),TotalTokens,EnergyPerToken
100,281.5638060569763,22920.097999999998,23474,0.9764035954673255
110,226.85664200782776,20206.072999999997,24100,0.8384262655601659
120,189.64862036705017,18307.931000000004,24203,0.7564323017807711
130,168.31638884544373,17478.581,24143,0.7239606097005342
140,156.8434247970581,17434.519,24157,0.7217170592374881
150,142.87436723709106,16975.843999999997,22653,0.7493861298724229
160,140.3836793899536,17717.488999999998,22476,0.7882847926677343
170,151.89457535743713,20310.718999999997,24601,0.8256054225437989
180,146.01447772979736,20657.084999999995,23784,0.8685286326942481
190,141.52042365074158,21046.75,23174,0.9082053163027531
200,143.66981410980225,22439.249999999993,23670,0.9480038022813685
210,146.75635385513306,24001.61300000001,24247,0.989879696457294
220,142.698007106781,24366.744,23677,1.0291313933353043
230,145.79273128509521,25905.043000000005,24268,1.067456856766112
240,134.27443504333496,24418.075,22330,1.0935098522167488
250,138.30201721191406,25098.947999999997,23002,1.0911637248934873
