PowerCap(W),TotalLatency(s),TotalEnergy(J),TotalTokens,EnergyPerToken
100,433.3305516242981,35213.577999999994,38290,0.9196546879080698
110,353.55512738227844,31455.745000000003,39268,0.801052892940817
120,288.6895146369934,27851.382999999998,39345,0.7078760452408184
130,3028.314862728119,308677.14500000206,366569,0.8420710561995206
140,221.34587359428406,24316.581,37591,0.6468724162698518
150,231.84574484825134,27170.518000000004,40399,0.6725542216391496
160,222.1964135169983,27747.91,39042,0.7107194815839353
170,220.8498339653015,29280.964,39094,0.7489886939172251
180,227.2053792476654,31843.066999999995,40436,0.7874930012859827
190,225.09200835227966,33265.999,40298,0.8255000000000001
200,218.4027328491211,33868.647,39247,0.8629614238030932
210,228.59686398506165,37074.869,41348,0.8966544693818322
220,223.82797598838806,37948.41,40481,0.9374375633013019
230,218.64343094825745,38538.443999999996,39640,0.9722109989909181
240,218.7882204055786,39602.596,39753,0.9962165371166956
250,202.89400577545166,36637.38200000001,36777,0.996203659896131
