PowerCap(W),TotalLatency(s),TotalEnergy(J),TotalTokens,EnergyPerToken
30,3064.3410155773163,122292.58100000005,66071,1.8509267454707823
40,3034.682647228241,121616.39899999998,65505,1.8565971910541177
50,3078.554804086685,123310.7310000001,66521,1.8537113242434735
60,1859.6206707954407,85425.47300000001,66658,1.2815486963305232
70,1245.8897082805634,66342.46,69043,0.960886114450415
80,853.7791457176208,51340.628999999986,66597,0.7709150412180726
90,768.1925587654114,50990.78,69380,0.7349492649178437
100,723.2433123588562,53151.485000000015,66890,0.7946103303931831
110,731.2081339359283,58968.91,68915,0.8556759776536313
120,701.5268840789795,61228.585000000014,66862,0.9157456402739974
130,699.3308372497559,63716.371000000014,66823,0.953509585023121
