PowerCap(W),TotalLatency(s),TotalEnergy(J),TotalTokens,EnergyPerToken
150,2326.1315631866455,272377.46800000005,83678,3.2550666602930285
160,2059.8291528224945,256852.48199999996,83700,3.0687273835125444
170,1866.5376286506653,246806.22499999995,85456,2.8881087928290574
180,1624.071622133255,226955.05399999997,82743,2.7428912898976345
190,1525.8607513904572,224679.41700000007,85722,2.621023972842445
200,1397.1474380493164,215984.25199999995,85425,2.5283494527363177
210,1311.6133389472961,212456.66000000015,86672,2.4512721524829257
220,1179.9391515254974,200035.21799999996,83408,2.398273762708613
230,1126.4970157146454,198833.75999999998,84757,2.3459272980402797
240,1074.8087871074677,197308.93300000005,85142,2.3174101266120135
250,1035.9299416542053,198135.86899999995,85735,2.3110266402286106
260,991.541535615921,196907.57800000004,85504,2.3029048699476053
270,936.5871171951294,192417.68999999997,84037,2.28967823696705
280,904.2805962562561,192507.96300000002,84019,2.291243206893679
290,875.7488179206848,192636.05000000002,83726,2.3007912715285577
300,863.3752751350403,195931.72700000004,84383,2.321933647772656
310,859.833737373352,201387.005,86068,2.339859239206209
320,822.7394552230835,198466.81,83976,2.363375369153091
330,820.1766135692596,203603.07799999998,84964,2.3963452521067743
340,816.1843061447144,208358.05800000005,85457,2.438162561288134
350,786.6863129138947,206356.81899999996,83430,2.4734126693036074
360,790.2011737823486,212588.60199999996,84485,2.516288122151861
370,781.7402806282043,216118.66800000003,83845,2.5775975669389948
380,789.2429399490356,224389.94800000003,85844,2.613926983831136
390,782.4940550327301,227526.182,84996,2.6769045837451175
400,760.1443269252777,226607.317,83445,2.7156488345616876
410,763.186021566391,232991.72799999997,84291,2.7641352932104253
420,763.5310113430023,237928.27,83669,2.8436848773141783
430,770.5140109062195,246286.06600000002,85178,2.8914281387212664
440,765.1991302967072,249062.24200000003,84610,2.9436501831934763
450,781.6715083122253,259928.26600000006,86448,3.0067585831945225
460,772.3741850852966,263222.5420000001,86154,3.055256192399657
470,759.8792726993561,263900.55900000007,84941,3.106868991417573
480,752.3527266979218,263562.4650000001,83549,3.154585512693151
490,752.7383027076721,266947.992,84029,3.176855514167728
500,761.8164939880371,271521.715,85463,3.1770674443911404
510,746.0314090251923,264135.652,83160,3.1762343915343916
520,760.8021337985992,269278.70700000005,84684,3.179806185347882
530,744.1179010868073,262704.576,82690,3.1769812069174024
540,763.723062992096,269127.54199999996,84771,3.174759552205353
550,756.8689363002777,266260.77300000004,83914,3.1730196749052606
560,754.4230287075043,266606.117,83882,3.1783471662573617
570,772.3622324466705,274056.9350000001,86293,3.1758883686973465
580,774.8718581199646,272960.213,85867,3.1788721278255907
590,753.6864218711853,267999.81799999997,84327,3.178102126246635
600,753.572927236557,266719.402,83943,3.177387060267086
