PowerCap(W),TotalLatency(s),TotalEnergy(J),TotalTokens,EnergyPerToken
150,456.148136138916,53739.99799999999,23586,2.2784701941829897
160,371.5826823711395,46568.379,22531,2.0668580622253785
170,345.299512386322,45921.01800000001,23556,1.949440397350994
180,334.30787348747253,46801.14100000002,25195,1.8575566977574922
190,325.98747754096985,48080.00900000001,26943,1.7845083695208408
200,252.0324809551239,39060.263000000006,22529,1.7337770429224557
210,260.8638472557068,42212.16800000001,24926,1.693499478456231
220,235.96782040596008,39925.30299999999,24044,1.6605100232906336
230,229.25083184242249,40251.322,24649,1.6329799180494138
240,215.5939769744873,39385.02100000001,24351,1.61738823867603
250,194.51568913459778,36712.27400000001,22910,1.6024563072893938
260,203.31806683540344,39962.49300000001,25022,1.5970942770362084
270,169.1320366859436,34499.217,21401,1.6120376150647164
280,181.79727411270142,38428.439000000006,23733,1.6191985421143558
290,185.05806469917297,40233.412,24612,1.6347071347310254
300,187.20075726509094,41635.020000000004,25146,1.655731329038416
310,172.28793287277222,39725.398,23684,1.6773094916399258
320,167.0951988697052,39482.24699999999,23139,1.706307403085699
330,171.36853218078613,41671.54400000001,23975,1.7381248800834206
340,182.09995532035828,45435.65800000001,25611,1.774068095740112
350,171.114483833313,44130.543000000005,24472,1.8033075760052306
360,170.75701880455017,45037.526000000005,24480,1.8397682189542486
370,157.31859374046326,42790.929000000004,22833,1.8740826435422417
380,165.039165019989,45939.33000000001,24046,1.9104770024120439
390,165.06389951705933,46981.67700000002,24109,1.948719440872704
400,164.12971901893616,48022.05700000001,24148,1.9886556650654301
410,164.7577040195465,49275.67999999999,24273,2.03006138507807
420,164.83342289924622,49986.90299999999,24095,2.0745757626063495
430,159.87231254577637,49638.492999999995,23385,2.1226638015822106
440,157.1583969593048,50218.67800000001,23315,2.1539214239759814
450,174.00834369659424,56071.51500000001,25375,2.2097148768472907
460,168.47977948188782,56080.66799999998,24986,2.244483630833266
470,164.9263424873352,56026.672000000006,24474,2.289232328185013
480,161.63604092597961,55804.98900000002,23919,2.333082026840588
490,158.98557543754578,56216.81,23628,2.3792453868291856
500,171.48886060714722,61731.322000000015,25453,2.4253063293128516
510,166.2290756702423,60866.001000000004,24722,2.462017676563385
520,169.76808786392212,63016.95999999999,25241,2.4966110692920247
530,163.45001769065857,60460.880000000005,24250,2.493232164948454
540,165.69381165504456,61380.503000000004,24645,2.4905864475552852
550,166.78017330169678,61778.63099999999,24760,2.4950981825525034
560,160.6209979057312,59324.92800000001,23757,2.4971557014774595
570,163.1260929107666,60426.73800000002,24238,2.4930579255714176
580,165.68397998809814,61546.00800000001,24631,2.498721448581057
590,158.89189648628235,58791.62200000001,23595,2.491698325916508
600,166.12799453735352,60635.52700000002,24426,2.4824173831163523
