PowerCap(W),TotalLatency(s),TotalEnergy(J),TotalTokens,EnergyPerToken
150,678.6308424472809,78742.211,68175,1.1550012614594791
160,599.6827716827393,73758.26999999999,67440,1.093687277580071
170,555.7164118289948,72262.77799999998,68641,1.0527640622951293
180,521.2199168205261,71333.43400000002,69388,1.0280370381045718
190,486.2072694301605,70153.25700000001,68768,1.0201439186831085
200,468.86214995384216,71143.60199999998,69618,1.021913901577178
210,443.07095742225647,70211.11800000002,68256,1.0286438994374123
220,425.8613865375519,70540.081,68288,1.0329791617853796
230,417.59045124053955,72012.71000000002,69511,1.0359901310583939
240,405.30983805656433,72606.624,69343,1.0470649380615202
250,389.2039179801941,72364.60999999999,68198,1.0610957799348952
260,384.78721594810486,74367.74600000001,69295,1.0732050797315826
270,379.14197754859924,75536.32799999998,68959,1.0953802694354613
280,370.34996485710144,76484.56999999996,68715,1.1130694899221416
290,372.2814600467682,79343.257,69057,1.1489531401595783
300,375.67789220809937,82032.383,69157,1.1861761354598956
310,364.06132197380066,82141.30999999997,67399,1.2187318802949594
320,367.77807235717773,85390.71600000001,69021,1.2371700786717088
330,367.7661306858063,86420.59800000003,67604,1.2783355718596536
340,370.82201528549194,88734.638,68879,1.2882683836873359
350,361.31753635406494,88349.71100000001,68092,1.297505007930447
360,357.18112993240356,88056.44600000001,67629,1.3020515755075488
370,378.3248884677887,91583.14599999998,70146,1.3056075328600345
380,365.39568996429443,89594.87999999999,68834,1.3016079263154834
390,357.86851596832275,87984.11700000001,67932,1.2951792527821941
400,368.60881185531616,90707.86399999996,69709,1.3012360527335058
410,358.385290145874,88021.56899999999,66966,1.314421781202401
420,366.9526011943817,89764.71499999995,68591,1.3086952369844433
430,366.1224286556244,88048.76799999998,67271,1.3088666438732883
440,367.0148696899414,89013.73700000001,68278,1.3036957292246405
450,362.71155762672424,88999.72700000001,68374,1.3016603826015738
460,365.7850172519684,89074.86000000002,68368,1.3028735665808568
470,363.5784833431244,88438.002,67731,1.305724144040395
480,362.5837924480438,88747.86300000001,68483,1.2959108537885315
490,358.01203203201294,87971.37500000001,68056,1.292632170565417
500,362.3641195297241,88691.41200000001,68502,1.2947273364281338
510,363.4858293533325,88033.691,67791,1.2986044017642462
520,357.89662194252014,87737.63199999998,67597,1.2979515658978946
530,363.9353041648865,88500.04399999997,67889,1.3035991692321285
540,361.9839651584625,88651.05199999998,68092,1.3019305057862889
550,369.5069646835327,89641.45600000002,68951,1.3000747777407147
560,361.8314938545227,88706.245,68560,1.2938483809801633
570,371.8074026107788,90879.76900000001,69868,1.3007352292895176
580,373.9347140789032,91058.226,70087,1.2992170587983505
590,361.6523072719574,88384.85300000002,67980,1.3001596498970287
600,356.7847418785095,88031.80800000002,67735,1.2996502251420983
