PowerCap(W),TotalLatency(s),TotalEnergy(J),TotalTokens,EnergyPerToken
100,2465.140573978424,200354.50899999985,77288,2.592310695062621
110,1987.1864771842957,177026.21599999993,77955,2.2708769931370654
120,1560.876520872116,151459.74799999996,77017,1.9665755352714331
130,1288.4964966773987,135164.18899999993,76203,1.7737384223718216
140,1058.694514989853,118482.57399999998,74593,1.5883873017575374
150,936.6041374206543,109815.72199999997,74423,1.4755616140171717
160,932.8890111446381,114965.254,79075,1.453876117609864
170,864.9363157749176,112372.79799999998,75476,1.488854708781599
180,879.8500335216522,121094.19800000002,77123,1.5701437703408843
190,886.6468827724457,128771.28399999999,78006,1.6507869138271414
200,855.5145931243896,130653.462,75524,1.729959509559875
210,880.229570388794,141201.62099999996,77843,1.8139283044075891
220,856.0058681964874,143737.675,75878,1.8943260892485303
230,859.0706293582916,150881.627,76302,1.9774268957563368
240,843.2221534252167,154390.584,75016,2.058102058227578
250,874.6923718452454,166623.69600000003,77815,2.141279907472853
