PowerCap(W),TotalLatency(s),TotalEnergy(J),TotalTokens,EnergyPerToken
150,1238.9042534828186,145341.86599999998,66049,2.200515768596042
160,1113.9545855522156,139002.053,67671,2.0540859895671706
170,983.9785058498383,130229.93600000003,67055,1.9421360972336146
180,847.6762022972107,118545.112,64049,1.8508503177254914
190,807.8890340328217,118774.41100000001,67466,1.7605076779414817
200,732.6872048377991,113055.47700000001,66927,1.6892356896319873
210,622.1787264347076,100530.56999999996,61329,1.639201193562588
220,622.6542401313782,105072.93199999999,65719,1.5988212236948216
230,581.7142446041107,102346.54600000002,65249,1.5685534797468164
240,539.5513861179352,98737.16100000001,64038,1.5418526656047973
250,544.9546072483063,103678.79000000001,68311,1.5177466293861896
260,478.97403740882874,94222.05800000002,62214,1.5144832031375577
270,481.6570575237274,98689.84900000002,65373,1.509642344698882
280,463.4581825733185,98107.005,64867,1.5124332094901878
290,462.267213344574,101128.373,67249,1.5037899894422222
300,461.428181886673,104117.33799999999,68897,1.5112027809628865
310,420.23909640312195,97780.26999999999,64004,1.527721236172739
320,431.6630747318268,103353.356,66779,1.5476924781742762
330,398.24721121788025,98098.48000000003,62714,1.56421979143413
340,427.65526008605957,108485.07299999997,68455,1.5847647797823383
350,407.1489415168762,106142.21599999999,66101,1.6057580974569217
360,406.4851679801941,108909.68299999998,66745,1.631727964641546
370,398.01975560188293,109075.14400000001,65307,1.6701906993124782
380,386.0704503059387,108797.31600000004,64272,1.6927638162808072
390,384.78400206565857,110840.59799999998,63904,1.7344860728592886
400,386.7260699272156,114295.53899999999,64488,1.772353600669892
410,389.7687382698059,118108.51800000004,65974,1.790228241428442
420,390.2211971282959,120745.255,65900,1.8322496965098636
430,399.0417263507843,126159.605,67461,1.8701116941640354
440,376.58921360969543,121080.20700000002,63496,1.9068950327579695
450,387.62567114830017,127326.025,65331,1.94893733449664
460,393.3874568939209,131917.77999999997,66763,1.9759115078711258
470,394.2143437862396,134469.17500000005,66783,2.0135240255753715
480,374.760773897171,130929.93599999999,63978,2.0464837287817685
490,390.25407004356384,136739.28399999999,65780,2.078736454849498
500,394.16733598709106,140509.71500000003,67182,2.091478595457117
510,398.76112055778503,142590.83200000002,68037,2.095783647133178
520,389.45863914489746,139555.517,66627,2.0945790295225657
530,386.9240539073944,138478.576,65948,2.099814641839025
540,387.047815322876,137502.916,65597,2.0961768983337654
550,381.74336194992065,137496.21199999997,65522,2.098473978205793
560,384.16036319732666,137547.61,65660,2.0948463295766064
570,385.6809239387512,138383.549,66093,2.093770126942339
580,386.5281345844269,139096.85099999997,66298,2.0980550092008805
590,383.94658517837524,138004.656,65904,2.0940254916241803
600,379.08511567115784,136142.73799999998,64858,2.099089364457738
