PromptIndex,Latency(s),Energy(J),Tokens,EnergyPerToken
1,6.680791854858398,1537.4209999999998,1050,1.464210476190476
2,10.374139070510864,2764.8330000000005,1718,1.6093323632130387
3,5.845024824142456,1468.9009999999996,903,1.6266899224806197
4,11.1736421585083,2968.137999999999,1865,1.5914949061662194
5,8.57563328742981,2214.7339999999995,1391,1.592188353702372
6,4.0831499099731445,1003.8839999999998,619,1.6217835218093697
7,3.8493900299072266,994.8350000000002,587,1.6947785349233393
8,6.0718700885772705,1564.6470000000002,983,1.5917060020345881
9,10.428861856460571,2746.743,1734,1.5840501730103806
10,7.0672807693481445,1834.9240000000007,1124,1.6324946619217087
11,4.002211332321167,1006.378,614,1.6390521172638437
12,6.916506052017212,1828.2939999999996,1136,1.6094137323943658
13,9.104658126831055,2388.4430000000007,1469,1.6258972089857051
14,7.775528907775879,2012.4380000000003,1264,1.5921186708860762
15,10.125910758972168,2659.7039999999997,1554,1.7115212355212353
16,7.840243101119995,2030.774,1245,1.6311437751004014
17,6.400475978851318,1618.6020000000003,1000,1.6186020000000003
18,6.848969221115112,1795.7340000000002,1111,1.6163222322232225
19,5.992110967636108,1531.4120000000003,957,1.6002215256008363
20,8.338512182235718,2213.906,1371,1.6148110867979577
21,8.691953659057617,2288.8280000000004,1405,1.6290590747330964
22,11.389090061187744,3027.892000000001,1896,1.596989451476794
23,9.881113767623901,2595.7290000000007,1621,1.6013133867982732
24,9.389312505722046,2455.204,1536,1.5984401041666667
25,10.00106954574585,2611.396999999999,1653,1.5797924984875977
26,5.168546199798584,1313.574,802,1.6378728179551123
27,8.87491488456726,2345.7140000000004,1465,1.6011699658703074
28,8.207251787185669,2153.2119999999995,1338,1.6092765321375184
29,6.246929407119751,1586.66,992,1.5994556451612905
30,11.31719708442688,3019.492,1889,1.5984605611434624
31,7.22663688659668,1864.4019999999996,1161,1.6058587424633932
32,10.142069101333618,2693.239000000001,1667,1.6156202759448115
33,7.947962284088135,2049.3060000000005,1289,1.5898417377812262
34,7.767983675003052,2036.8879999999992,1270,1.6038488188976372
35,7.133409738540649,1841.6129999999996,1147,1.605591107236268
36,7.675364971160889,2033.7079999999996,1259,1.6153359809372514
37,7.87622594833374,2055.069,1295,1.5869258687258687
38,7.957484245300293,2050.6200000000003,1288,1.5920962732919257
39,9.344038963317871,2449.904,1538,1.5929154746423928
40,10.451822996139526,2753.0820000000003,1718,1.6024924330616999
41,7.501774787902832,1935.92,1205,1.6065726141078838
42,10.634350538253784,2806.0109999999995,1762,1.592514755959137
43,5.580431699752808,1412.46,875,1.6142400000000001
44,8.51656699180603,2245.96,1390,1.6157985611510792
45,6.703703880310059,1743.4659999999997,1081,1.6128270120259016
46,11.220585346221924,2953.024000000001,1860,1.5876473118279575
47,7.6554036140441895,1980.841,1232,1.6078254870129869
48,12.791813373565674,3401.803999999999,2133,1.594844819503047
49,5.538365364074707,1418.631,858,1.653416083916084
50,10.820657730102539,2833.821,1781,1.5911403705783267
