PowerCap(W),TotalLatency(s),TotalEnergy(J),TotalTokens,EnergyPerToken
100,2356.0288615226746,196833.39700000003,39542,4.977831090991858
110,1948.3720393180847,173835.40999999986,39800,4.36772386934673
120,1585.2806208133698,153953.58999999994,40040,3.8449947552447536
130,1338.14279961586,140752.18899999995,40789,3.4507389001936786
140,1091.3841171264648,123375.43299999995,38878,3.173399686197848
150,944.9553501605988,113973.14300000001,39754,2.8669603813452738
160,839.4138782024384,105215.28000000001,40580,2.592786594381469
170,767.4387445449829,99833.63200000001,39611,2.5203512155714325
180,755.1501131057739,102823.80600000003,40233,2.5557081500260987
190,773.9844138622284,111130.46900000003,41467,2.6799736899221074
200,734.7839093208313,111107.65399999997,39475,2.8146334135528805
210,724.0381603240967,114911.79799999998,38980,2.947968137506413
220,710.1324849128723,118011.275,38305,3.080832136796763
230,728.1338646411896,126513.996,39320,3.2175482197355034
240,744.2802538871765,134912.539,40244,3.3523640542689592
250,748.9734969139099,141516.84400000004,40545,3.490364878530029
