PowerCap(W),TotalLatency(s),TotalEnergy(J),TotalTokens,EnergyPerToken
30,1812.4172172546387,71914.27,46373,1.5507789015159685
40,1830.4763247966766,73184.328,47045,1.5556239345307683
50,1779.2750651836395,71262.46099999998,45870,1.553574471332025
60,1060.2988135814667,49216.665000000015,46743,1.0529205442526157
70,664.2728610038757,35849.104,46014,0.7790912331029687
80,493.34448528289795,30071.152,46727,0.6435498106020073
90,428.15426683425903,28825.920000000002,46183,0.6241673343005002
100,429.4828507900238,31982.835000000006,47568,0.6723603052472251
110,408.5595829486847,33310.491,46252,0.7201956888350775
120,399.3075520992279,35157.399000000005,45841,0.7669422351170351
130,407.0289571285248,37917.946999999986,46994,0.8068678341915986
