PowerCap(W),TotalLatency(s),TotalEnergy(J),TotalTokens,EnergyPerToken
150,276.21961402893066,32274.369000000013,38211,0.8446355499725213
160,266.22237038612366,33186.242000000006,40662,0.8161487875657863
170,230.6150233745575,30312.45300000001,38387,0.7896541276994818
180,209.52933883666992,29121.179999999997,37870,0.7689775547927118
190,204.18052053451538,29826.243000000002,39603,0.753130899174305
200,188.62426567077637,28841.524,38247,0.7540859152351819
210,180.37773275375366,28909.859000000004,38448,0.751921010195589
220,175.5356638431549,29371.888,39038,0.7523922332086684
230,169.15020108222961,29610.078000000005,39088,0.7575234854686862
240,160.82986879348755,29243.881,38696,0.7557339518296465
250,153.63605856895447,29004.837000000003,37920,0.7648954905063292
260,153.54421281814575,30008.273000000005,38683,0.7757483390636715
270,150.05239605903625,30360.071,38501,0.7885527908366017
280,154.26205492019653,32292.16600000001,40166,0.8039676841109398
290,154.86280918121338,33513.823,41152,0.8143911110031103
300,145.76416659355164,32497.731000000003,38713,0.8394526644796323
310,144.20385241508484,32965.73799999999,37861,0.8707043659702594
320,139.76527309417725,32975.307,38264,0.861784105164123
330,145.41013979911804,35214.882999999994,39514,0.8912001569064127
340,138.6801311969757,34486.971999999994,38121,0.904671231079982
350,149.9634895324707,38312.88700000002,41272,0.9283021661174651
360,141.71987462043762,36868.10400000001,38745,0.9515577235772359
370,144.54456043243408,38504.564999999995,39458,0.9758367124537481
380,146.06110620498657,40361.437,40876,0.9874116107251198
390,144.33370304107666,40469.155000000006,40615,0.9964090853133081
400,142.77730226516724,39953.67999999999,39362,1.015031756516437
410,142.851557970047,39588.594,38942,1.0166040265009502
420,140.25360226631165,38823.53500000001,38168,1.017174989520017
430,139.48569345474243,38543.189000000006,37975,1.014962185648453
440,142.77934789657593,40054.95700000001,39527,1.0133568699876037
450,149.82944679260254,40874.987,40031,1.0210833354150533
460,143.57013607025146,40167.863,39515,1.0165219030747816
470,148.75702381134033,39636.02,38848,1.0202846993410213
480,140.31849789619446,39486.74600000001,38812,1.0173849840255593
490,153.0947024822235,41965.021,41016,1.023137824263702
500,143.39581561088562,39687.588999999985,39015,1.0172392413174416
510,139.647479057312,39095.55799999999,38643,1.011711254302202
520,144.23564076423645,39138.163000000015,38496,1.01668129156276
530,142.55290293693542,39376.045999999995,38875,1.0128886430868167
540,145.8485541343689,40323.748,39818,1.0127014917876338
550,134.10052108764648,37467.967000000004,37084,1.0103539801531658
560,147.20910453796387,38930.884999999995,38093,1.0219957735016931
570,141.13909220695496,38727.918999999994,38221,1.0132628398001098
580,144.70923924446106,40698.895,40153,1.0135953726994247
590,144.89775347709656,39640.05099999999,38956,1.0175595800390183
600,148.61696004867554,40914.38300000001,40406,1.0125818690293522
