PromptIndex,Latency(s),Energy(J),Tokens,EnergyPerToken
1,4.999746799468994,1184.6680000000001,1318,0.8988376327769348
2,1.9714374542236328,549.124,521,1.0539808061420346
3,2.1906049251556396,616.2639999999999,592,1.0409864864864864
4,3.056710958480835,871.925,861,1.0126887340301973
5,2.769883155822754,751.08,763,0.9843774574049804
6,3.160987138748169,895.5060000000001,904,0.9906039823008851
7,2.254500389099121,623.5840000000001,608,1.0256315789473684
8,2.4624576568603516,702.398,679,1.034459499263623
9,2.659419059753418,718.4399999999999,727,0.9882255845942227
10,2.2853119373321533,628.126,620,1.0131064516129031
11,2.8996005058288574,820.2960000000002,817,1.0040342717258264
12,2.291721820831299,626.0470000000001,633,0.9890157977883098
13,2.3913681507110596,651.619,632,1.0310427215189875
14,2.7404515743255615,780.4340000000002,761,1.0255374507227335
15,2.9217913150787354,809.2810000000001,822,0.9845267639902677
16,3.153135061264038,900.81,892,1.0098766816143496
17,2.3375515937805176,650.222,614,1.0589934853420195
18,3.3923285007476807,956.1590000000001,966,0.989812629399586
19,2.6140944957733154,735.784,723,1.0176818810511756
20,1.766808271408081,451.81999999999994,448,1.0085267857142857
21,4.4576356410980225,1322.9610000000002,1279,1.034371383893667
22,3.3389861583709717,958.7490000000003,956,1.0028755230125526
23,2.0848453044891357,565.662,552,1.02475
24,2.7335240840911865,767.9290000000002,760,1.0104328947368424
25,4.180611610412598,1216.275,1236,0.9840412621359224
26,2.6886355876922607,745.431,739,1.008702300405954
27,2.252582550048828,629.171,607,1.0365255354200988
28,1.9499623775482178,551.6890000000001,520,1.0609403846153849
29,2.6569364070892334,650.4670000000001,584,1.1138133561643837
30,3.4618279933929443,811.9609999999999,767,1.058619295958279
31,2.6908528804779053,613.7880000000001,560,1.0960500000000002
32,3.8611857891082764,943.3850000000001,938,1.0057409381663114
33,2.413588762283325,652.7230000000001,650,1.0041892307692308
34,2.0388104915618896,594.8489999999999,551,1.0795807622504536
35,2.152132272720337,564.6400000000001,580,0.9735172413793105
36,2.4564175605773926,704.27,673,1.0464635958395245
37,2.8765480518341064,802.4200000000003,799,1.004280350438048
38,3.4749152660369873,1011.8970000000002,991,1.0210867810292634
39,2.572899103164673,730.5390000000001,716,1.0203058659217878
40,3.8738930225372314,1123.3469999999998,1126,0.9976438721136766
41,2.1611931324005127,572.4780000000002,573,0.9990890052356024
42,2.5595242977142334,752.3899999999998,714,1.0537675070028008
43,3.29266357421875,930.4420000000001,948,0.9814789029535866
44,2.8406434059143066,822.122,790,1.0406607594936708
45,3.2046947479248047,932.6560000000002,916,1.0181834061135373
46,2.789584159851074,777.032,784,0.9911122448979592
47,2.888308525085449,821.1100000000001,796,1.0315452261306535
48,2.9493567943573,864.897,827,1.0458246674727933
49,2.0823001861572266,567.9839999999999,556,1.0215539568345322
50,2.180722951889038,616.3380000000001,586,1.0517713310580206
