PowerCap(W),TotalLatency(s),TotalEnergy(J),TotalTokens,EnergyPerToken
100,1019.4195251464844,82721.23399999998,67798,1.2201131891796215
110,759.8431878089905,67595.989,66044,1.0234993186360608
120,637.601891040802,61373.72,67450,0.9099143068939956
130,554.5821771621704,57404.10900000001,66106,0.8683645811272807
140,517.6920390129089,57235.79199999999,66933,0.8551206729117174
150,519.6463272571564,61449.39799999999,68789,0.8933026792074312
160,490.4759347438812,61778.837999999996,65492,0.9433035790630916
170,498.22167205810547,66631.868,67016,0.9942680553897577
180,497.42836713790894,70341.04,67310,1.0450310503639875
190,488.2928409576416,72831.88199999998,66363,1.0974772388228378
200,491.8618619441986,77037.10099999997,67255,1.1454479369563597
210,499.8445746898651,82145.41100000001,68583,1.1977517898021377
220,488.30476546287537,83989.48999999999,67186,1.2501040395320453
230,482.4137508869171,85979.95500000002,66464,1.293631966177179
240,467.0373692512512,84756.667,64453,1.3150150807565202
250,466.1700921058655,84331.87200000003,64255,1.3124561823982575
