PowerCap(W),TotalLatency(s),TotalEnergy(J),TotalTokens,EnergyPerToken
30,4267.489466190338,179320.897,112429,1.5949701322612493
40,3520.4337151050568,146557.99500000002,101707,1.4409823807604198
50,3600.3371291160583,150406.607,103598,1.4518292534604915
60,2605.592554092407,120560.20399999995,108592,1.1102125755120078
70,1551.2129580974579,83065.65099999995,101249,0.8204095941688309
80,1158.2734389305115,69953.01,105000,0.6662191428571428
90,937.2356498241425,61881.505999999994,97653,0.6336877105670076
100,964.7779262065887,70670.967,101441,0.6966706459912659
110,1064.637122631073,85383.57200000001,110844,0.7703039587167552
120,1032.7715063095093,90111.70800000003,109554,0.8225323402157843
130,1023.5275826454163,96163.42099999999,109277,0.87999689779185
