PowerCap(W),TotalLatency(s),TotalEnergy(J),TotalTokens,EnergyPerToken
150,475.6017789840698,55721.95099999998,70286,0.7927887630538084
160,639.1430380344391,79560.16099999992,97646,0.8147815681133883
170,723.6184885501862,95411.19799999989,115291,0.8275684832293925
180,617.564088344574,86019.45399999991,108894,0.7899374988520939
190,595.9562430381775,87377.12299999996,112669,0.7755205335984163
200,639.0896370410919,98372.39999999992,125459,0.7840999848556096
210,366.40248107910156,59084.77700000001,85968,0.6872880257770334
220,406.0515670776367,68490.86199999998,93592,0.7318025258569106
230,430.9904429912567,75968.31799999994,102426,0.7416897857965745
240,311.9001531600952,56991.182000000015,81639,0.6980877031810778
250,381.93590450286865,72394.80499999998,97352,0.7436396273317444
260,385.5658631324768,75854.02699999997,100145,0.7574419791302609
270,339.23507738113403,69000.53899999998,92876,0.7429318553770616
280,396.79875588417053,83725.79799999995,105798,0.7913741091514013
290,395.29126048088074,86013.90599999999,109405,0.7861972121932269
300,348.6579256057739,79042.69899999996,98185,0.8050384376432241
310,252.5377266407013,58376.81,76345,0.7646448359421049
320,377.40282464027405,90946.51599999997,105806,0.8595591554354193
330,320.1106057167053,79047.91,95256,0.829847043755774
340,359.8942472934723,91274.11099999999,102542,0.8901144019036101
350,267.45292496681213,69641.09599999998,82369,0.8454770119826631
360,270.1192545890808,71708.43200000002,81927,0.8752722789800678
370,303.8651633262634,83908.99199999998,92108,0.9109848438789245
380,329.23384714126587,92909.976,96768,0.9601312003968253
390,361.7284963130951,104936.927,104690,1.0023586493456873
400,366.847220659256,109227.98000000001,106901,1.0217676167669152
410,384.4193584918976,117198.65899999999,111451,1.051571174776359
420,334.1898488998413,103902.22600000001,97249,1.0684143384507812
430,295.0684881210327,93013.02100000002,88915,1.0460891975482205
440,274.4816646575928,88461.058,86781,1.019359744644565
450,368.96820878982544,121126.344,108313,1.1182992253930737
460,394.4890048503876,129286.14400000001,113796,1.1361220429540582
470,387.55637526512146,127544.41299999999,112758,1.131134048138491
480,283.97752380371094,91691.24100000002,86377,1.0615237968440676
490,311.9630079269409,101824.44600000003,92731,1.098062632776526
500,355.03688168525696,116748.771,105617,1.1053975307005501
510,283.4720530509949,92815.05099999996,86447,1.0736642220088606
520,287.121604681015,94538.42599999998,89979,1.0506721123817777
530,280.1111710071564,91667.93799999998,86011,1.065769936403483
540,286.26495885849,93397.63100000001,87061,1.0727838067561826
550,301.18586349487305,98454.813,91591,1.0749398194145712
560,287.9535255432129,93274.75400000003,88213,1.0573810436103526
570,368.1078577041626,121289.55800000002,107405,1.1292729202551093
580,296.0551950931549,96301.45800000004,90471,1.0644456013529202
590,266.3091399669647,86515.11800000003,82216,1.0522905273912624
600,330.5774700641632,107174.16100000004,99336,1.0789055428042205
