PromptIndex,Latency(s),Energy(J),Tokens,EnergyPerToken
1,37.94777250289917,7238.033999999998,8171,0.8858198506914695
2,5.769371032714844,968.729,1346,0.7197095096582466
3,3.618366241455078,697.0410000000002,1060,0.6575858490566039
4,2.8210651874542236,508.97599999999994,749,0.6795407209612816
5,3.21639347076416,597.3059999999999,894,0.6681275167785234
6,7.863183975219727,1512.6230000000003,2207,0.6853751699139105
7,38.049827337265015,7393.813999999995,8174,0.9045527281624657
8,3.071963310241699,447.94500000000016,477,0.9390880503144657
9,5.466350555419922,1033.394,1592,0.6491168341708543
10,3.407813787460327,593.019,874,0.6785114416475972
11,6.293181419372559,1235.6459999999997,1840,0.6715467391304346
12,4.287434816360474,803.7220000000001,1245,0.6455598393574298
13,37.83060312271118,7374.627999999993,8174,0.9022055297284063
14,13.004624366760254,2345.0710000000004,3169,0.7400034711265384
15,4.5277557373046875,842.753,1245,0.6769100401606426
16,4.171691656112671,795.3489999999999,1238,0.6424466882067851
17,5.054766416549683,967.564,1489,0.6498079247817327
18,3.804332971572876,715.5080000000002,1112,0.6434424460431656
19,4.231219530105591,824.621,1255,0.6570685258964143
20,2.533083438873291,463.1710000000001,728,0.6362239010989013
21,7.3042824268341064,1408.9030000000002,2108,0.6683600569259963
22,2.6174802780151367,477.63,700,0.6823285714285714
23,2.2972683906555176,429.1979999999999,682,0.6293225806451612
24,3.6089670658111572,702.8880000000001,1069,0.6575191768007485
25,5.620644807815552,1071.554,1648,0.6502148058252428
26,3.9564027786254883,742.6849999999998,1109,0.6696889089269611
27,1.8537261486053467,339.2890000000001,448,0.7573415178571431
28,2.8913354873657227,524.498,822,0.6380754257907543
29,2.573934555053711,472.36800000000005,699,0.6757768240343348
30,13.502033710479736,2614.3559999999993,3613,0.7235970107943536
31,2.453738212585449,424.6840000000001,563,0.7543232682060392
32,3.1125571727752686,606.102,948,0.6393481012658228
33,5.82891845703125,1124.8870000000004,1706,0.6593710433763191
34,5.678804874420166,1085.4250000000002,1626,0.6675430504305044
35,17.15403413772583,3315.195000000001,4387,0.7556861180761343
36,3.483388900756836,592.755,847,0.6998288075560802
37,10.289913892745972,1972.0640000000003,2865,0.6883294938917977
38,13.995638370513916,2663.7760000000003,3638,0.7322089059923036
39,4.642801761627197,847.35,1248,0.6789663461538462
40,5.442537784576416,1044.784,1591,0.656683846637335
41,5.600900650024414,1061.1090000000002,1597,0.6644389480275518
42,9.060072183609009,1688.3399999999995,2399,0.7037682367653186
43,4.942914009094238,924.9759999999998,1393,0.6640172290021534
44,7.760945558547974,1490.9960000000003,2198,0.6783421292083714
45,2.925114631652832,516.7520000000001,779,0.6633530166880617
46,3.7280330657958984,711.7990000000001,1129,0.6304685562444642
47,9.857215404510498,1907.1830000000007,2753,0.6927653468942974
48,17.06683373451233,3271.291999999999,4327,0.7560184885602032
49,2.980307102203369,507.9169999999999,675,0.7524696296296295
50,2.734358072280884,495.136,746,0.6637211796246649
