PowerCap(W),TotalLatency(s),TotalEnergy(J),TotalTokens,EnergyPerToken
150,692.6037619113922,80315.34600000002,68848,1.1665603358122243
160,600.2749636173248,73789.25600000001,66542,1.1089125063869436
170,557.5826900005341,72376.45699999998,68060,1.0634213488098734
180,523.049792766571,71494.23899999997,68750,1.0399162036363632
190,480.2564136981964,69302.459,67096,1.0328851049242875
200,452.6936864852905,68570.37600000002,66761,1.0271022902592835
210,435.62099599838257,69321.548,67709,1.0238158590438493
220,416.6344382762909,68880.863,67256,1.0241593761151422
230,407.98671436309814,70195.124,68211,1.0290880356540733
240,400.5090026855469,71690.506,68720,1.0432262223515716
250,391.6683313846588,72870.43400000001,68808,1.0590401406813164
260,378.0761868953705,72725.00199999996,67685,1.0744626135776016
270,370.2876965999603,73673.44900000002,67526,1.0910382519325892
280,371.2122132778168,76832.21600000001,68695,1.1184542688696413
290,362.16291975975037,77064.24500000002,67417,1.1430981058190075
300,366.53310465812683,80109.99100000001,67783,1.1818596255698333
310,352.1203634738922,79380.10900000001,65989,1.2029294124778374
320,360.8092076778412,84194.30199999997,68102,1.236297054418372
330,361.8802013397217,86699.38799999998,68249,1.2703393163269787
340,349.9285171031952,84849.36599999998,65866,1.288211915100355
350,363.3040454387665,88854.28000000001,68084,1.3050684448622292
360,364.3107659816742,89179.78399999999,68092,1.309695470833578
370,359.06812143325806,88863.12300000002,67822,1.3102403792279795
380,348.14825797080994,85738.42099999999,65651,1.305972810772113
390,366.1136951446533,90676.73300000001,69551,1.3037444896550734
400,359.6936948299408,88159.53700000001,67506,1.305951130269902
410,364.986935377121,90437.43400000001,69371,1.3036778192616512
420,360.08649134635925,88099.08600000002,67317,1.308719729043184
430,362.9619097709656,89436.792,68573,1.3042566607848571
440,359.4333755970001,88223.85099999998,67579,1.3054921055357431
450,360.3562185764313,88315.61,67594,1.3065599017664289
460,360.53884744644165,88517.09099999999,67721,1.3070848185939368
470,353.9241211414337,87366.29700000005,67141,1.3012361597235675
480,361.89089727401733,88462.65100000001,67836,1.3040664396485644
490,368.8547718524933,89783.207,68718,1.3065456939957507
500,363.48640394210815,90128.66799999999,69166,1.3030776393025474
510,366.914270401001,89533.51799999997,68428,1.308433945168644
520,362.6507399082184,89652.04099999997,68788,1.3033093126708142
530,363.50167322158813,89361.74399999999,68431,1.30586640557642
540,370.73544430732727,90572.72699999998,69190,1.3090436045671336
550,359.46823835372925,87955.71500000001,67404,1.30490349237434
560,363.9688878059387,90696.73400000001,69659,1.3020102786431045
570,366.62554693222046,90091.73099999999,68857,1.308388849354459
580,365.690527677536,90049.61100000002,68863,1.3076632008480609
590,354.9773759841919,87035.98499999996,66529,1.3082412932706031
600,357.915292263031,88071.54599999997,67372,1.3072425636763043
