PowerCap(W),TotalLatency(s),TotalEnergy(J),TotalTokens,EnergyPerToken
150,189.27794933319092,22326.523999999998,23375,0.9551454117647058
160,163.5809690952301,20505.054,23228,0.8827731186499053
170,143.30303382873535,19034.568,22389,0.8501749966501406
180,135.14311051368713,18918.045000000002,22779,0.8305037534571317
190,125.90996551513672,18517.936999999998,22867,0.8098105129662833
200,121.5108323097229,18915.993000000002,23353,0.8100026977262023
210,116.571781873703,18934.070000000007,23529,0.8047120574610058
220,108.61746215820312,18325.617000000006,22283,0.8224034914508821
230,105.45466208457947,18696.318000000003,22846,0.8183628643963934
240,102.12822818756104,18738.858000000004,22838,0.8205122164813032
250,101.85715079307556,19333.480999999996,22879,0.8450317321561255
260,100.84587073326111,19984.797000000002,23674,0.8441664695446482
270,99.32900595664978,20327.21699999999,23577,0.8621629978368744
280,93.27485728263855,19501.756,21919,0.8897192390163785
290,93.32023286819458,20312.142999999996,22979,0.8839437312328646
300,96.81066513061523,21514.438000000006,23155,0.9291486935866986
310,93.97254657745361,21688.585000000006,23753,0.9130882414852863
320,92.68110966682434,21877.655000000002,23046,0.9493037837368742
330,92.7196614742279,22503.523999999998,23193,0.9702722373129823
340,89.53264498710632,22323.61200000001,22912,0.9743196578212294
350,95.79545736312866,24381.78,23483,1.0382736447642975
360,92.95302939414978,23848.638,22271,1.0708382201068654
370,96.24561905860901,25085.223000000005,23096,1.0861284638032562
380,89.90566420555115,24440.355999999996,22682,1.0775220879992944
390,90.67442655563354,24723.18,22538,1.0969553642736711
400,93.85400557518005,25651.909,23105,1.1102319411382817
410,86.39338183403015,24629.954,22127,1.1131176390834727
420,90.64762783050537,25945.495000000006,23242,1.1163193787109547
430,91.11837220191956,26351.941000000006,23617,1.1158039124359573
440,92.93921184539795,26616.05100000001,23788,1.1188856145955948
450,90.63472485542297,25496.893000000007,22756,1.1204470469326775
460,90.91833353042603,25508.74400000001,22804,1.1186083143308196
470,88.83660078048706,25707.834000000006,23078,1.1139541554727448
480,90.90011048316956,24950.06,22174,1.1251943717867774
490,88.98696398735046,25007.736000000004,22464,1.1132361111111113
500,88.63312363624573,25588.516,23021,1.1115292993353894
510,89.19484210014343,25267.407999999996,22653,1.1154111155255373
520,93.92099189758301,26081.849,23343,1.1173306344514415
530,88.41987729072571,25453.168999999998,22924,1.1103284330832315
540,90.57126712799072,25505.907999999996,22874,1.1150611174258982
550,89.00445890426636,25681.459999999985,23138,1.1099256634108385
560,86.73036026954651,25034.92300000001,22443,1.115489150291851
570,90.07349610328674,25759.731,23028,1.1186264981761334
580,89.36060214042664,25503.916,22844,1.1164382770092804
590,92.86967658996582,25863.211,23225,1.1135935844994618
600,91.28992986679077,25639.521000000004,22988,1.1153437010614236
