PowerCap(W),TotalLatency(s),TotalEnergy(J),TotalTokens,EnergyPerToken
150,5710.87934589386,670077.5549999999,171459,3.9080920511609185
160,5246.668564081192,657388.9800000002,178778,3.6771245902739724
170,4966.812181472778,660456.6139999998,188846,3.497329114728402
180,4052.290539264679,570974.4229999994,173424,3.29236105152689
190,3318.6973626613617,493499.65399999934,157123,3.1408492327666817
200,3355.935033559799,525600.9649999993,173914,3.022188926710899
210,2914.4182925224304,478759.4049999994,164729,2.9063456039920075
220,3002.4434514045715,516519.9089999991,182650,2.827921757459617
230,2616.341072320938,470157.2989999996,170821,2.7523389922784647
240,2343.726022720337,438882.5289999996,163812,2.6791842416916927
250,2375.238388776779,462882.75399999996,175208,2.6419042167024336
260,2387.58327960968,483837.4899999997,184099,2.6281375238322844
270,2163.5066001415253,454208.79799999995,174857,2.597601457190733
280,2381.4441301822662,518483.8929999997,200311,2.5883945115345623
290,1973.205020904541,444398.1339999999,173518,2.561106824652197
300,1950.6754703521729,453923.40599999984,178660,2.5407108810030214
310,1713.8349282741547,411501.83599999995,162599,2.5307771634511895
320,1902.2818188667297,471902.9050000001,185978,2.5374125165342143
330,1899.6656765937805,484768.4939999999,190678,2.5423409832282693
340,1773.3829553127289,465716.4829999998,182709,2.54895206585335
350,1692.9461045265198,457441.5959999998,178440,2.563559717552117
360,1776.3277587890625,493069.1559999999,190245,2.591758816263239
370,1509.2381694316864,429482.7539999999,164563,2.6098378979478976
380,1670.8216936588287,488343.93099999987,184410,2.6481423512824676
390,1616.5642175674438,483921.14600000007,180322,2.6836500593382953
400,1424.5778903961182,436632.885,161748,2.6994638882706434
410,1761.6455121040344,553994.0260000001,201398,2.7507424403420098
420,1606.84810090065,516770.2390000001,185089,2.7920094603136874
430,1594.5084855556488,524688.7450000002,185365,2.830570738812614
440,1533.5788588523865,516191.26999999996,179264,2.879503246608354
450,1472.5778963565826,505981.1179999999,173186,2.9216051990345635
460,1334.0550854206085,468660.9210000001,158313,2.960343882056433
470,1399.827852487564,503365.3520000001,166572,3.0219085560598424
480,1664.050397157669,609855.0510000002,197729,3.0842974525739786
490,1639.3803884983063,612972.1230000001,195944,3.128302591556772
500,1628.6329336166382,621870.6960000001,194473,3.197722542460908
510,1440.993103981018,561584.731,172849,3.248990338387842
520,1321.087476491928,523995.008,159065,3.294219394587118
530,1465.9217545986176,592764.4820000002,176585,3.3568223914828565
540,1310.146497964859,537120.4890000001,157705,3.4058558003867985
550,1461.1188576221466,611943.776,175684,3.4832072129505245
560,1582.3023371696472,675439.701,190519,3.5452616326980513
570,1435.5334639549255,622653.9569999998,173578,3.587170937561211
580,1520.758376121521,670763.0970000001,184020,3.6450554124551684
590,1429.0276579856873,637705.763,173210,3.6816913746319497
600,1347.2919535636902,606057.9860000001,162922,3.719927241256553
