PowerCap(W),TotalLatency(s),TotalEnergy(J),TotalTokens,EnergyPerToken
100,4058.9562146663666,329633.8589999996,83724,3.9371489537050257
110,3204.6756584644318,285677.762,84271,3.3899889879080582
120,2571.799238681793,249462.03399999987,84459,2.9536465503972327
130,2070.4527802467346,216947.98899999988,82084,2.6429997197992288
140,1776.9120075702667,197855.01200000002,84400,2.3442536966824647
150,1616.9089407920837,189221.079,84198,2.2473346041473667
160,1585.0975370407104,196031.42199999996,87093,2.250828677390835
170,1497.6430327892303,195712.30799999996,84527,2.315382161912761
180,1467.330486536026,202789.92799999993,83272,2.435271495820923
190,1451.5459966659546,211701.735,82731,2.558916669688508
200,1474.4329543113708,226402.47499999995,84308,2.685421015799212
210,1486.4856984615326,239630.25200000004,85242,2.8111758522793933
220,1489.1446952819824,251249.11900000006,85615,2.9346390118554
230,1460.711397409439,257504.78900000005,84170,3.0593416775573252
240,1443.2475202083588,265572.31100000005,83338,3.186689277400466
250,1446.24648976326,276248.67500000005,83684,3.301093100234215
