PromptIndex,Latency(s),Energy(J),Tokens,EnergyPerToken
1,53.24718880653381,4730.097999999999,1430,3.3077608391608386
2,61.760416984558105,5510.402000000001,1639,3.3620512507626605
3,60.349302768707275,5379.648999999999,1591,3.3813004399748583
4,95.85299825668335,8559.123999999993,2480,3.451259677419352
5,60.075008392333984,5362.765999999997,1571,3.413600254614893
6,62.95784282684326,5611.817999999997,1673,3.35434429169157
7,38.83606219291687,3459.0080000000016,1037,3.335591128254582
8,46.82646298408508,4176.866999999999,1236,3.3793422330097083
9,74.5803918838501,6649.4339999999975,1953,3.404728110599077
10,59.56766748428345,5317.920999999998,1570,3.3872108280254762
11,55.8095805644989,4977.723999999998,1469,3.388511912865894
12,70.92385053634644,6328.996999999999,1860,3.402686559139785
13,52.258326053619385,4668.312000000002,1374,3.3976069868995644
14,56.82456731796265,5075.015999999999,1496,3.39239037433155
15,69.8659942150116,6236.498000000006,1862,3.349354457572506
16,77.45930933952332,6909.431999999998,2035,3.395298280098279
17,50.88809514045715,4539.315999999996,1341,3.3850231170768055
18,76.17322897911072,6791.350999999993,1986,3.4196127895266835
19,63.19948768615723,5635.4769999999935,1669,3.37655901737567
20,50.99493741989136,4549.166999999998,1338,3.399975336322868
21,53.448606729507446,4755.675000000004,1426,3.3349754558204796
22,82.95592546463013,7394.461999999995,2168,3.4107297047970455
23,54.5927369594574,4866.663999999998,1432,3.3985083798882667
24,73.54020237922668,6559.047999999998,1922,3.4126160249739845
25,96.12238192558289,8564.056999999992,2540,3.371675984251965
26,59.25789785385132,5273.3319999999985,1554,3.3933925353925343
27,56.07245397567749,5003.150999999998,1473,3.3965723014256604
28,91.41828727722168,8152.154999999996,2390,3.41094351464435
29,60.728899240493774,5417.009999999997,1596,3.394116541353381
30,71.34820508956909,6349.282999999989,1869,3.3971551631888652
31,56.13598680496216,5000.764,1473,3.394951799049559
32,50.55911993980408,4506.576999999997,1322,3.4089084720121003
33,61.86347031593323,5515.221999999991,1616,3.4128849009900932
34,68.98049712181091,6141.554999999997,1808,3.3968777654867237
35,63.977238178253174,5704.7429999999995,1682,3.391642687277051
36,80.75793766975403,7196.066999999991,2108,3.413694022770394
37,63.9507257938385,5704.637999999994,1672,3.411864832535881
38,52.31904697418213,4668.637999999999,1394,3.34909469153515
39,92.3899278640747,8229.304999999993,2405,3.4217484407484378
40,60.669230699539185,5407.06499999999,1592,3.39639761306532
41,43.85387897491455,3902.2550000000015,1158,3.369822970639034
42,52.194422483444214,4648.829,1373,3.3858914785142025
43,61.93291473388672,5528.405999999998,1626,3.400003690036899
44,67.335777759552,5997.524000000001,1771,3.3865183512140042
45,61.6535439491272,5493.981999999993,1623,3.3850782501540313
46,67.19668650627136,5987.314999999997,1769,3.384576031656301
47,60.52828788757324,5390.950000000001,1615,3.3380495356037154
48,67.81222343444824,6042.6339999999955,1778,3.3985568053993225
49,52.93704891204834,4710.117,1410,3.340508510638298
50,79.69137573242188,7097.9619999999995,2096,3.386432251908397
